623, 593, 193, 417, 186, 625, 148, 790, 608, 112, 871, 54, 406, 802, 185, 699, 150, 210, 671, 544, 248, 44, 867, 199, 487, 539, 451, 853, 929, 239, 443, 561, 768, 429, 494, 393, 294, 440, 132, 637, 854, 609, 931, 256, 181, 184, 974, 790, 15, 441
607, 919, 327, 580, 359, 290, 945, 119, 205, 417, 719, 732, 786, 234, 464, 491, 88, 972, 817, 682, 883, 679, 195, 484, 71, 13, 164, 387, 656, 361, 571, 954, 850, 210, 352, 872, 273, 633, 95, 547, 26, 354, 879, 746, 821, 71, 504, 964, 234, 358
439, 322, 904, 307, 163, 698, 810, 130, 248, 315, 934, 376, 524, 875, 640, 828, 246, 288, 476, 520, 293, 851, 719, 186, 144, 899, 956, 710, 261, 793, 724, 622, 170, 719, 428, 78, 760, 550, 699, 589, 520, 496, 1, 503, 839, 515, 760, 11, 52, 619
359, 936, 107, 757, 746, 237, 865, 607, 599, 379, 174, 168, 360, 589, 35, 496, 870, 3, 916, 739, 105, 887, 342, 226, 339, 949, 800, 7, 335, 908, 868, 339, 610, 357, 456, 420, 110, 900, 266, 933, 130, 776, 987, 585, 157, 961, 286, 783, 902, 354
242, 548, 537, 206, 64, 463, 26, 486, 50, 83, 572, 898, 285, 245, 994, 11, 978, 120, 980, 890, 114, 795, 363, 652, 526, 977, 301, 618, 141, 535, 917, 696, 734, 385, 193, 871, 813, 442, 750, 259, 747, 326, 156, 132, 715, 189, 31, 561, 902, 217
487, 995, 64, 941, 871, 869, 846, 192, 517, 169, 277, 148, 985, 6, 991, 817, 350, 15, 387, 172, 818, 66, 158, 208, 63, 888, 23, 393, 978, 651, 402, 384, 952, 917, 933, 302, 25, 392, 11, 649, 282, 862, 284, 504, 412, 552, 426, 677, 358, 108
183, 897, 91, 989, 362, 823, 440, 633, 281, 835, 655, 815, 670, 362, 746, 128, 140, 322, 89, 786, 465, 955, 943, 548, 792, 464, 662, 319, 371, 856, 461, 9, -1, 84, 302, 124, 717, 495, 654, 917, 7, 48, 534, 59, 286, 510, 255, 26, 131, 898
967, 704, 819, 261, 511, 652, 691, 893, 871, 671, 662, 113, 548, 304, 557, 794, 729, 328, 810, 570, 104, 906, 36, 787, 375, 580, 420, 424, 615, 307, 115, 940, 510, 892, 641, 2, 231, 444, 542, 265, 807, 76, 715, 60, 190, 789, 156, 141, 852, 323
844, 635, 3, 846, 528, 529, 580, 878, 6, 636, 50, 893, 743, 62, 582, 713, 681, 513, 175, 612, 898, 21, 582, 42, 75, 388, 757, 681, 736, 922, 829, 933, 79, 964, 671, 156, 563, 290, 341, 517, 46, 837, 777, 835, 601, 341, 27, 794, 238, 895
300, 953, 333, 978, 868, 440, 15, 53, 326, 183, 457, 194, 619, 37, 384, 660, 513, 70, 112, 657, 763, 981, 475, 143, 314, 568, 339, 864, 23, 838, 99, 703, 720, 208, 411, 726, 635, 543, 91, 882, 918, 881, 581, 789, 425, 489, 658, 415, 959, 702
856, 120, 797, 665, 723, 681, 268, 200, 933, 16, 161, 240, 249, 898, 739, 1000, 277, 449, 143, 540, 722, 315, 555, 1000, 569, 404, 850, 353, 882, 106, 521, 494, 451, 124, 502, 591, 604, 860, 600, 520, 272, 137, 372, 986, 559, 57, 936, 519, 414, 702
166, 251, 240, 173, 444, 332, 7, 863, 603, 238, 216, 369, 65, 667, 601, 743, 282, 557, 759, 738, 834, 115, 396, 902, 895, 978, 145, 980, 852, 371, 168, 184, 524, 706, 275, 290, 218, 549, 955, 712, 669, 339, 413, 167, 742, 861, 111, 862, 126, 538
901, 192, 180, 85, 988, 910, 544, 358, 397, 593, 701, 734, 486, 845, 758, 782, 56, 828, 975, 67, 420, 821, 930, 36, 278, 669, 486, 285, 433, 363, 221, 151, 806, 910, 784, 926, 367, 555, 72, 167, 408, 41, 257, 166, 613, 239, 421, 243, 336, 667
259, 254, 58, 986, 439, 331, 725, 943, 469, 540, 920, 521, 480, 860, 526, 729, 303, 450, 364, 120, 870, 122, 582, 278, 606, 39, 463, 568, 498, 443, 670, 795, 482, 637, 747, 286, 74, 736, 689, 971, 730, 21, 723, 867, 32, 7, 4, 901, 534, 528
118, 622, 322, 17, 564, 579, 28, 400, 353, 518, 609, 601, 899, 547, 78, 242, 404, 864, 450, 642, 925, 215, 911, 107, 701, 292, 562, 44, 18, 969, 417, 26, 588, 660, 301, 640, 635, 730, 516, 171, 285, 377, 271, 740, 202, 22, 784, 595, 547, 238
444, 619, 164, 551, 530, 430, 940, 890, 666, 239, 509, 180, 44, 221, 380, 453, 454, 877, 842, 855, 386, 655, 598, 416, 944, 755, 248, 160, 269, 287, 293, 641, 837, 349, 721, 318, 577, 640, 193, 413, 918, 625, 961, 708, 44, 23, 550, 553, 753, 94
686, 884, 865, 168, 987, 133, 208, 582, 536, 906, 607, 685, 645, 953, 991, 628, 789, 925, 650, 679, 214, 952, 825, 957, 432, 295, 126, 323, 973, 949, 743, 724, 873, 293, 280, 793, 687, 398, 297, 926, 727, 36, 69, 311, 284, 151, 586, 334, 461, 816
2, 419, 679, 674, 362, 594, 555, 364, 623, 752, 257, 756, 32, 78, 816, 824, 2, 926, 865, 3, 136, 372, 429, 158, 491, 277, 166, 77, 479, 678, 625, 809, 513, 410, 64, 970, 258, 994, 783, 823, 792, 361, 705, 168, 562, 454, 22, 557, 762, 23
661, 894, 621, 259, 114, 173, 917, 775, 442, 70, 504, 956, 450, 682, 925, 933, 611, 345, 991, 171, 288, 125, 172, 170, 639, 239, 150, 993, 65, 557, 31, 378, 707, 809, 626, 461, 645, 124, 811, 287, 950, 618, 391, 36, 614, 577, 210, 542, 91, 82
751, 705, 816, 378, 938, 98, 817, 155, 560, 151, 612, 921, 131, 888, 507, 59, 641, 939, 44, 91, 688, 641, 322, 234, 444, 904, 85, 843, 127, 771, 412, 493, 68, 607, 142, 915, 308, 366, 76, 763, 336, 288, 50, 57, 495, 618, 540, 717, 952, 704
291, 234, 555, 105, 109, 689, 21, 980, 229, 97, 661, 70, 473, 568, 788, 935, 714, 442, 88, 436, 761, 248, 887, 155, 9, 773, 397, 580, 781, 387, 493, 72, 596, 123, 191, 310, 709, 28, 66, 949, 144, 812, 916, 112, 829, 829, 723, 206, 382, 831
218, 780, 569, 844, 608, 780, 342, 759, 731, 953, 922, 570, 571, 19, 192, 937, 157, 581, 418, 883, 886, 927, 673, 301, 388, 835, 121, 962, 750, 243, 971, 258, 982, 661, 108, 433, 701, 361, 838, 45, 613, 564, 978, 688, 533, 388, 943, 452, 482, 454
244, 925, 285, 68, 260, 871, 640, 301, 120, 738, 804, 900, 937, 794, 960, 327, 355, 678, 833, 533, 213, 547, 132, 365, 589, 165, 430, 354, 955, 357, 938, 9, 394, 575, 113, 415, 237, 425, 865, 447, 339, 121, 308, 318, 331, 377, 337, 313, 821, 112
553, 916, 492, 89, 203, 560, 466, 715, 971, 362, 676, 276, 712, 402, 909, 903, 115, 241, 161, 978, 776, 111, 532, 34, 893, 8, 20, 491, 556, 623, 400, 121, 710, 246, 876, 754, 222, 845, 185, 469, 728, 639, 55, 190, 967, 234, 506, 161, 767, 613
809, 309, 948, 180, 385, 220, 398, 425, 802, 75, 661, 771, 121, 976, 977, 866, 423, 122, 656, 473, 890, 842, 75, 670, 100, 765, 980, 407, 277, 204, 180, 868, 213, 490, 876, 301, 988, 423, 465, 605, 857, 431, 313, 348, 236, 475, 582, 99, 306, 585
671, 652, 373, 625, 902, 28, 649, 832, 800, 37, 14, 848, 492, 363, 46, 672, 611, 819, 383, 157, 598, 80, 585, 602, 491, 438, 18, 453, 435, 167, 747, 250, 537, 429, 310, 716, 988, 208, 264, 181, 224, 444, 346, 416, 296, 299, 598, 195, 704, 346
810, 955, 67, 953, 578, 846, 836, 500, 759, 558, 454, 884, 505, 624, 95, 614, 262, 741, 105, 326, 145, 585, 419, 849, 63, 560, 449, 464, 838, 226, 196, 898, 976, 81, 812, 436, 912, 789, 451, 588, 186, 10, 660, 548, 42, 583, 306, 711, 865, 869
818, 464, 963, 671, 77, 594, 461, 507, 722, 894, 105, 422, 861, 2, 703, 675, 884, 977, 452, 293, 341, 762, 305, 642, 718, 511, 384, 387, 281, 943, 366, 651, 161, 169, 306, 78, 449, 732, 938, 954, 406, 679, 166, 750, 554, 77, 647, 401, 621, 502
566, 140, 373, 338, 24, 807, 857, 131, 13, 480, 94, 391, 477, 893, 418, 610, 982, 106, 105, 103, 41, 200, 605, 128, 659, 189, 394, 656, 750, 291, 949, 493, 475, 72, 770, 748, 293, 581, 345, 189, 80, 63, 850, 839, 970, 711, 54, 351, 441, 48
773, 99, 248, 849, 225, 71, 419, 737, 724, 173, 976, 641, 44, 337, 692, 623, 12, 983, 646, 660, 830, 984, 876, 875, 477, 176, 121, 433, 405, 318, 397, 489, 930, 811, 226, 344, 930, 986, 654, 576, 63, 937, 834, 440, 691, 665, 849, 95, 672, 689
269, 608, 480, 208, 105, 894, 265, 290, 445, 468, 744, 404, 758, 363, 678, 347, 717, 312, 401, 891, 893, 687, 329, 901, 647, 202, 657, 63, 279, 688, 57, 435, 475, 765, 331, 107, 545, 588, 812, 243, 229, 491, 817, 717, 817, -1, 133, 155, 188, 561
954, 3, 132, 601, 811, 845, 599, 600, 330, 529, 585, 684, 618, 878, 46, 576, 927, 397, 684, 457, 596, 484, 405, 650, 956, 543, 817, 640, 772, 795, 3, 789, 13, 813, 166, 695, 451, 693, 640, 867, 696, 814, 550, 935, 903, 726, 106, 588, 707, 946
503, 826, 349, 516, 197, 347, 36, 425, 863, 805, 825, 374, 705, 512, 346, 369, 866, 198, 966, 865, 393, 985, 323, 131, 931, 24, 710, 445, 865, 351, 439, 680, 829, 612, 380, 683, 445, 972, 112, 216, 143, 382, 593, 669, 413, 603, 681, 823, 156, 8
773, 999, 195, 289, 122, 659, 897, 158, 724, 60, 796, 772, 558, 94, 678, 515, 147, 660, 347, 176, 134, 724, 368, 661, 40, 772, 551, 995, 457, 719, 348, 553, 727, 779, 428, 224, 329, 313, 902, 697, 380, 465, 367, 403, 863, 380, 966, 464, 975, 872
660, 604, 831, 388, 842, 662, 454, 654, 830, 264, 346, 698, 317, 867, 789, 288, 593, 894, 322, 580, 866, 246, 318, 282, 432, 614, 336, 919, 419, 799, 997, 336, 997, 738, 607, 353, 597, 440, 182, 560, 323, 285, 403, 381, 362, 27, 442, 797, 488, 49
